; CSV, generated by libsigrok4DSL 0.2.0 on Fri May 14 15:18:28 2021
8.110,3.031
8.110,3.110
8.110,3.031
8.189,3.071
8.189,3.031
8.189,3.031
8.268,3.071
8.189,2.953
8.189,3.031
8.189,3.071
8.189,2.953
8.268,2.992
8.268,3.031
8.268,2.953
8.268,2.953
8.268,2.953
8.268,3.031
8.268,2.953
8.268,2.913
8.268,3.031
8.268,2.953
8.346,2.913
8.268,2.953
8.268,2.953
8.346,2.953
8.268,2.874
8.346,2.953
8.346,2.953
8.346,2.874
8.346,2.913
8.346,2.913
8.346,2.913
8.346,2.874
8.346,2.913
8.425,2.913
8.346,2.874
8.346,2.874
8.425,2.913
8.504,2.874
8.425,2.874
8.425,2.913
8.504,2.874
8.425,2.874
8.425,2.874
8.504,2.874
8.504,2.874
8.504,2.874
8.504,2.874
8.583,2.874
8.583,2.874
8.504,2.874
8.583,2.874
8.583,2.874
8.583,2.874
8.583,2.874
8.583,2.874
8.583,2.874
8.583,2.874
8.583,2.874
8.583,2.874
8.583,2.874
8.583,2.913
8.583,2.874
8.583,2.874
8.583,2.874
8.583,2.874
8.583,2.874
8.583,2.874
8.661,2.913
8.661,2.913
8.661,2.874
8.661,2.913
8.661,2.913
8.661,2.913
8.661,2.913
8.661,2.913
8.661,2.913
8.661,2.913
8.661,2.953
8.661,2.913
8.661,2.913
8.661,2.913
8.661,2.913
8.661,2.913
8.661,2.953
8.661,2.913
8.661,2.913
8.740,2.953
8.661,2.953
8.661,2.874
8.740,2.953
8.740,2.913
8.740,2.913
8.740,2.913
8.740,2.913
8.740,2.953
8.740,2.913
8.740,2.913
8.740,2.953
8.740,2.913
8.740,2.953
8.740,2.874
8.740,2.992
8.740,2.874
8.740,2.913
8.819,2.953
8.740,2.913
8.819,2.913
8.819,2.953
8.819,2.913
8.740,2.913
8.819,2.913
8.819,2.913
8.819,2.953
8.819,2.874
8.819,2.913
8.819,2.913
8.898,2.913
8.819,2.913
8.819,2.913
8.898,2.913
8.819,2.874
8.898,2.874
8.898,2.913
8.898,2.874
8.898,2.913
8.898,2.913
8.898,2.874
8.898,2.874
8.898,2.874
8.898,2.874
8.898,2.874
8.898,2.874
8.898,2.874
8.898,2.874
8.898,2.835
8.898,2.874
8.898,2.835
8.898,2.835
8.898,2.874
8.898,2.874
8.898,2.835
8.898,2.795
8.898,2.874
8.898,2.795
8.898,2.835
8.898,2.795
8.898,2.874
8.898,2.795
8.898,2.795
8.898,2.795
8.976,2.795
8.976,2.795
8.976,2.835
8.898,2.835
8.898,2.795
8.898,2.795
8.976,2.795
8.976,2.795
8.976,2.795
8.976,2.795
8.976,2.795
8.976,2.795
8.976,2.795
8.976,2.795
8.976,2.795
8.976,2.795
8.976,2.795
8.976,2.795
8.976,2.795
8.976,2.835
8.976,2.835
8.976,2.795
8.976,2.835
8.976,2.835
8.976,2.795
8.976,2.835
8.976,2.795
8.976,2.874
8.976,2.835
8.976,2.795
8.976,2.874
8.976,2.795
8.976,2.874
8.976,2.795
8.976,2.835
8.976,2.874
8.976,2.795
8.976,2.874
8.976,2.874
8.976,2.795
8.976,2.874
8.976,2.874
8.976,2.835
8.976,2.913
8.976,2.835
8.976,2.874
9.055,2.874
8.976,2.874
9.055,2.874
9.055,2.874
8.976,2.874
8.976,2.913
8.976,2.795
8.976,2.913
8.976,2.835
8.976,2.874
9.055,2.835
8.976,2.913
8.976,2.874
8.976,2.874
9.055,2.795
8.976,2.913
8.976,2.913
9.055,2.874
8.976,2.913
8.976,2.874
8.976,2.874
9.055,2.874
9.055,2.874
9.055,2.874
8.976,2.874
9.055,2.874
9.055,2.874
9.055,2.874
9.055,2.874
9.055,2.874
9.055,2.874
9.055,2.874
9.055,2.874
9.055,2.874
9.055,2.874
9.055,2.874
9.055,2.874
9.055,2.874
9.055,2.835
9.055,2.874
9.055,2.874
9.055,2.835
9.055,2.835
9.055,2.835
9.055,2.835
9.055,2.835
9.055,2.795
9.055,2.795
9.055,2.874
9.055,2.795
9.055,2.795
9.055,2.835
9.055,2.874
9.055,2.795
9.055,2.795
9.055,2.874
9.134,2.795
9.134,2.756
9.055,2.795
9.055,2.795
9.055,2.756
9.134,2.795
9.134,2.795
9.134,2.795
9.055,2.756
9.134,2.795
9.134,2.795
9.055,2.756
9.134,2.795
9.055,2.756
9.134,2.795
9.134,2.756
9.134,2.795
9.055,2.795
9.134,2.717
9.134,2.756
9.134,2.756
9.134,2.717
9.134,2.756
9.134,2.756
9.134,2.717
9.134,2.717
9.134,2.756
9.134,2.756
9.134,2.756
9.134,2.717
9.134,2.717
9.134,2.756
9.134,2.717
9.134,2.717
9.134,2.756
9.134,2.717
9.134,2.717
9.134,2.717
9.213,2.756
9.134,2.717
9.134,2.756
9.134,2.717
9.134,2.756
9.213,2.717
9.134,2.717
9.213,2.756
9.134,2.756
9.134,2.756
9.134,2.756
9.134,2.717
9.134,2.756
9.134,2.638
9.134,2.795
9.134,2.717
9.134,2.717
9.134,2.795
9.134,2.717
9.134,2.717
9.134,2.795
9.134,2.717
9.134,2.795
9.134,2.795
9.213,2.756
9.213,2.795
9.055,2.756
9.134,2.756
9.134,2.756
9.134,2.756
9.055,2.795
9.055,2.795
9.134,2.756
9.055,2.795
9.134,2.795
9.134,2.795
9.134,2.756
9.134,2.795
9.134,2.795
9.134,2.795
9.134,2.795
9.134,2.795
9.134,2.795
9.134,2.795
9.134,2.795
9.134,2.795
9.134,2.795
9.134,2.795
9.134,2.795
9.055,2.795
9.134,2.795
9.134,2.795
9.134,2.795
9.134,2.795
9.055,2.795
9.055,2.795
9.134,2.795
9.134,2.795
9.055,2.795
9.134,2.795
9.055,2.795
9.055,2.795
9.055,2.795
9.055,2.795
9.055,2.795
9.055,2.756
9.055,2.795
9.134,2.795
9.055,2.795
9.134,2.795
9.055,2.795
9.055,2.795
9.055,2.795
9.055,2.795
9.055,2.795
9.055,2.795
9.055,2.756
9.055,2.795
9.055,2.756
9.055,2.795
9.055,2.795
9.055,2.756
9.055,2.717
9.055,2.756
9.055,2.756
9.055,2.717
9.055,2.795
9.055,2.756
9.055,2.756
9.055,2.756
9.055,2.756
9.055,2.756
8.976,2.756
8.976,2.756
8.976,2.795
8.976,2.717
8.976,2.717
8.976,2.795
9.055,2.717
8.976,2.756
8.976,2.717
8.976,2.756
8.976,2.717
9.055,2.717
8.976,2.756
8.976,2.717
8.976,2.756
8.976,2.756
9.055,2.717
9.055,2.756
8.976,2.756
8.976,2.717
8.976,2.795
8.976,2.638
8.976,2.795
8.976,2.677
8.976,2.756
8.976,2.717
8.976,2.717
8.976,2.795
8.976,2.677
8.976,2.717
8.976,2.756
8.976,2.717
8.976,2.717
8.976,2.717
8.976,2.717
8.976,2.717
8.976,2.717
8.976,2.717
8.976,2.756
8.976,2.717
8.976,2.717
8.976,2.756
8.976,2.756
8.898,2.756
8.976,2.756
8.976,2.756
8.976,2.756
8.976,2.756
8.976,2.756
8.976,2.756
8.976,2.717
8.976,2.756
8.898,2.756
8.976,2.756
8.976,2.756
8.976,2.756
8.976,2.756
8.898,2.756
8.976,2.756
8.976,2.756
8.898,2.756
8.898,2.756
8.898,2.756
8.976,2.756
8.976,2.756
8.898,2.756
8.898,2.756
8.898,2.756
8.976,2.756
8.976,2.756
8.898,2.756
8.898,2.756
8.898,2.756
8.898,2.756
8.898,2.756
8.898,2.756
8.898,2.756
8.898,2.756
8.898,2.717
8.898,2.756
8.898,2.756
8.898,2.717
8.898,2.756
8.898,2.717
8.898,2.717
8.898,2.717
8.898,2.717
8.898,2.756
8.898,2.717
8.898,2.717
8.898,2.717
8.898,2.756
8.898,2.717
8.898,2.717
8.898,2.717
8.819,2.756
8.898,2.638
8.898,2.638
8.819,2.756
8.898,2.677
8.898,2.638
8.819,2.795
8.819,2.717
8.898,2.638
8.898,2.717
8.819,2.717
8.819,2.638
8.898,2.638
8.819,2.717
8.819,2.717
8.819,2.638
8.819,2.717
8.819,2.638
8.819,2.638
8.819,2.638
8.740,2.638
8.819,2.677
8.819,2.638
8.819,2.638
8.819,2.677
8.819,2.638
8.740,2.638
8.740,2.717
8.740,2.677
8.740,2.598
8.740,2.638
8.740,2.638
8.740,2.598
8.661,2.677
8.740,2.638
8.661,2.638
8.740,2.638
8.661,2.638
8.661,2.638
8.661,2.638
8.661,2.638
8.661,2.638
8.661,2.638
8.661,2.638
8.661,2.638
8.661,2.638
8.661,2.638
8.661,2.638
8.583,2.638
8.661,2.638
8.661,2.638
8.583,2.638
8.583,2.638
8.583,2.638
8.583,2.638
8.583,2.638
8.583,2.677
8.583,2.638
8.583,2.638
8.583,2.638
8.504,2.638
8.583,2.638
8.504,2.638
8.504,2.638
8.583,2.638
8.504,2.677
8.425,2.638
8.504,2.677
8.504,2.717
8.425,2.638
8.425,2.638
8.425,2.717
8.425,2.677
8.346,2.638
8.346,2.717
8.425,2.717
8.346,2.677
8.346,2.677
8.346,2.717
8.346,2.638
8.346,2.717
8.268,2.717
8.268,2.717
8.268,2.717
8.268,2.717
8.268,2.717
8.268,2.638
8.268,2.677
8.189,2.717
8.268,2.717
8.189,2.677
8.189,2.756
8.189,2.717
8.110,2.717
8.110,2.717
8.110,2.717
8.110,2.756
8.110,2.717
8.110,2.638
8.031,2.756
8.031,2.717
8.031,2.717
8.031,2.756
8.031,2.677
7.953,2.717
7.953,2.756
7.953,2.717
7.953,2.756
7.953,2.638
7.953,2.717
7.953,2.717
7.874,2.717
7.953,2.717
7.953,2.717
7.874,2.717
7.795,2.717
7.795,2.717
7.795,2.717
7.795,2.756
7.795,2.638
7.717,2.717
7.795,2.717
7.795,2.677
7.717,2.717
7.717,2.717
7.717,2.677
7.717,2.717
7.638,2.638
7.638,2.717
7.638,2.677
7.638,2.638
7.638,2.717
7.638,2.717
7.559,2.717
7.638,2.677
7.638,2.638
7.559,2.717
7.559,2.717
7.559,2.638
7.559,2.677
7.480,2.677
7.480,2.638
7.480,2.677
7.480,2.638
7.402,2.638
7.480,2.638
7.480,2.638
7.402,2.638
7.402,2.638
7.402,2.638
7.402,2.638
7.323,2.638
7.402,2.638
7.402,2.638
7.402,2.638
7.323,2.638
7.323,2.638
7.323,2.638
7.323,2.638
7.323,2.638
7.323,2.638
7.323,2.638
7.244,2.638
7.323,2.638
7.244,2.638
7.244,2.638
7.244,2.638
7.165,2.638
7.244,2.638
7.165,2.638
7.165,2.638
7.165,2.638
7.165,2.638
7.165,2.638
7.165,2.638
7.087,2.638
7.087,2.638
7.087,2.638
7.087,2.638
7.087,2.638
7.087,2.638
7.087,2.638
7.008,2.638
7.087,2.638
7.008,2.638
7.008,2.638
7.008,2.638
7.008,2.638
7.008,2.638
7.008,2.638
7.008,2.638
7.008,2.638
7.008,2.638
6.929,2.638
7.008,2.638
7.008,2.638
6.929,2.638
6.850,2.638
6.929,2.638
6.850,2.638
6.929,2.638
6.850,2.638
6.850,2.638
6.850,2.638
6.772,2.638
6.850,2.598
6.850,2.638
6.772,2.638
6.772,2.638
6.772,2.638
6.772,2.638
6.772,2.598
6.772,2.638
6.693,2.638
6.772,2.638
6.772,2.638
6.693,2.598
6.693,2.638
6.693,2.638
6.693,2.638
6.693,2.598
6.693,2.638
6.693,2.638
6.693,2.598
6.614,2.638
6.693,2.638
6.693,2.598
6.693,2.638
6.693,2.559
6.614,2.638
6.614,2.638
6.693,2.598
6.614,2.638
6.614,2.559
6.614,2.638
6.614,2.638
6.614,2.559
6.614,2.638
6.614,2.677
6.535,2.598
6.535,2.559
6.535,2.638
6.535,2.638
6.535,2.598
6.535,2.598
6.535,2.638
6.535,2.598
6.457,2.559
6.457,2.638
6.457,2.638
6.535,2.598
6.457,2.638
6.457,2.638
6.457,2.638
6.457,2.598
6.457,2.638
6.457,2.638
6.457,2.598
6.457,2.598
6.457,2.638
6.378,2.598
6.457,2.598
6.378,2.598
6.378,2.598
6.378,2.598
6.378,2.598
6.378,2.638
6.378,2.598
6.378,2.598
6.378,2.638
6.378,2.598
6.378,2.598
6.378,2.638
6.378,2.598
6.378,2.598
6.378,2.638
6.378,2.638
6.378,2.598
6.378,2.598
6.378,2.598
6.299,2.598
6.378,2.638
6.299,2.598
6.299,2.598
6.299,2.598
6.299,2.638
6.299,2.598
6.299,2.638
6.299,2.638
6.299,2.638
6.220,2.638
6.299,2.638
6.220,2.598
6.220,2.598
6.299,2.638
6.220,2.638
6.220,2.598
6.220,2.638
6.220,2.638
6.220,2.598
6.220,2.638
6.220,2.638
6.220,2.638
6.220,2.638
6.220,2.638
6.220,2.638
6.220,2.638
6.142,2.638
6.220,2.638
6.142,2.638
6.142,2.638
6.220,2.638
6.142,2.638
6.142,2.638
6.142,2.638
6.142,2.638
6.142,2.638
6.142,2.638
6.142,2.638
6.142,2.638
6.142,2.638
6.142,2.638
6.142,2.638
6.142,2.638
6.063,2.638
6.063,2.638
6.142,2.638
6.063,2.598
6.142,2.756
6.063,2.598
6.063,2.638
6.142,2.677
6.063,2.638
6.063,2.638
6.142,2.638
6.063,2.638
6.063,2.638
6.063,2.638
6.063,2.638
6.063,2.638
6.063,2.638
6.063,2.638
6.063,2.638
6.063,2.638
6.063,2.638
6.063,2.598
6.063,2.638
6.063,2.638
6.063,2.638
6.063,2.638
6.063,2.598
6.063,2.598
6.063,2.638
6.063,2.638
6.063,2.638
6.063,2.598
5.984,2.638
6.063,2.598
6.063,2.598
5.984,2.638
6.063,2.598
5.984,2.598
6.063,2.598
6.063,2.638
5.984,2.598
6.063,2.598
6.063,2.598
6.063,2.598
5.984,2.598
5.984,2.598
5.984,2.598
6.063,2.598
5.984,2.598
6.063,2.598
6.063,2.598
6.063,2.559
5.984,2.598
6.063,2.598
6.063,2.598
6.063,2.598
5.984,2.598
6.063,2.598
5.984,2.598
5.984,2.598
5.984,2.598
5.984,2.598
6.063,2.598
5.984,2.638
5.984,2.559
5.984,2.559
5.984,2.598
5.984,2.559
5.984,2.559
6.063,2.598
5.984,2.559
5.984,2.598
5.984,2.559
5.984,2.598
5.984,2.598
5.984,2.559
5.984,2.598
5.906,2.559
5.984,2.559
5.906,2.559
5.906,2.598
5.984,2.559
5.906,2.559
5.984,2.598
5.906,2.559
5.984,2.598
5.906,2.559
5.984,2.559
5.984,2.559
5.984,2.559
5.906,2.559
5.984,2.559
5.906,2.559
5.906,2.598
5.906,2.520
5.827,2.559
5.984,2.559
5.906,2.559
5.906,2.598
5.906,2.559
5.906,2.559
5.906,2.559
5.906,2.559
5.906,2.598
5.827,2.480
5.827,2.598
5.827,2.598
5.906,2.480
5.827,2.638
5.827,2.598
5.906,2.559
5.906,2.598
5.906,2.559
5.906,2.559
5.906,2.598
5.906,2.559
5.906,2.559
5.906,2.559
5.827,2.559
5.906,2.559
5.906,2.559
5.906,2.598
5.906,2.598
5.906,2.559
5.906,2.598
5.906,2.598
5.906,2.559
5.827,2.559
5.827,2.598
5.906,2.598
5.827,2.559
5.827,2.559
5.827,2.559
5.827,2.559
5.827,2.559
5.827,2.559
5.827,2.598
5.906,2.559
5.827,2.559
5.827,2.638
5.906,2.598
5.827,2.520
5.748,2.598
5.827,2.638
5.827,2.559
5.827,2.559
5.827,2.638
5.827,2.598
5.827,2.520
5.827,2.598
5.827,2.638
5.827,2.559
5.827,2.559
5.827,2.638
5.827,2.598
5.827,2.559
5.827,2.598
5.827,2.638
5.827,2.559
5.827,2.559
5.827,2.598
5.827,2.598
5.827,2.559
5.827,2.598
5.827,2.598
5.827,2.559
5.827,2.598
5.827,2.638
5.827,2.598
5.827,2.559
5.827,2.598
5.827,2.598
5.827,2.598
5.827,2.598
5.827,2.598
5.748,2.598
5.827,2.598
5.827,2.638
5.748,2.559
5.827,2.598
5.748,2.598
5.748,2.598
5.827,2.638
5.748,2.598
5.748,2.598
5.827,2.598
5.827,2.598
5.748,2.638
5.748,2.638
5.748,2.559
5.748,2.598
5.748,2.598
5.748,2.638
5.748,2.598
5.827,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.638
5.748,2.559
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.638
5.748,2.638
5.748,2.598
5.748,2.559
5.748,2.638
5.748,2.559
5.748,2.638
5.748,2.598
5.748,2.598
5.748,2.638
5.748,2.559
5.748,2.598
5.748,2.598
5.748,2.559
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.638
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.638
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.559
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.559
5.748,2.638
5.748,2.598
5.748,2.559
5.748,2.598
5.669,2.598
5.748,2.598
5.748,2.559
5.748,2.598
5.748,2.598
5.748,2.598
5.748,2.559
5.748,2.598
5.748,2.598
5.748,2.559
5.748,2.559
5.748,2.598
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.598
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.638
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.480
5.748,2.559
5.748,2.598
5.748,2.520
5.669,2.559
5.591,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.669,2.598
5.748,2.520
5.669,2.598
5.669,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.598
5.669,2.598
5.669,2.559
5.669,2.520
5.748,2.559
5.669,2.480
5.669,2.559
5.669,2.559
5.669,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.591,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.748,2.559
5.669,2.559
5.748,2.559
5.669,2.559
5.669,2.559
5.669,2.559
5.669,2.559
